angulo_braco_direito,y_punho_direito,y_ombro_direito,angulo_braco_esquerdo,y_punho_esquerdo,y_ombro_esquerdo,rotulo
176,0.7155252695083618,0.5720294117927551,173,0.7260762453079224,0.5848499536514282,correto
176,0.7299872636795044,0.5737348198890686,174,0.7346315383911133,0.5853419303894043,correto
174,0.7385575175285339,0.575608491897583,174,0.7503497004508972,0.5861454606056213,correto
173,0.7509168982505798,0.5769174695014954,173,0.7632997035980225,0.586869478225708,correto
173,0.7603892087936401,0.5787533521652222,172,0.7732649445533752,0.588191032409668,correto
173,0.7692477107048035,0.579592227935791,173,0.7811487317085266,0.5888595581054688,correto
171,0.7769890427589417,0.5802012085914612,171,0.7881990075111389,0.5893887281417847,correto
169,0.7839297652244568,0.5804535746574402,169,0.7960720062255859,0.5895951986312866,correto
166,0.7898530960083008,0.5803137421607971,168,0.8010159730911255,0.5895942449569702,correto
166,0.7965602278709412,0.5799347758293152,166,0.8066120147705078,0.5897319912910461,correto
163,0.8006728291511536,0.579889714717865,165,0.8107486367225647,0.5903570652008057,correto
161,0.8036866784095764,0.5798729062080383,165,0.8088656663894653,0.5904720425605774,correto
161,0.8050096035003662,0.579821765422821,165,0.8065288662910461,0.5904873609542847,correto
161,0.8022768497467041,0.579797625541687,165,0.8053722381591797,0.5905326008796692,correto
162,0.7980471253395081,0.5798816084861755,167,0.8050143718719482,0.5905666947364807,correto
163,0.7951475977897644,0.5798401236534119,168,0.8046661615371704,0.5907222628593445,correto
164,0.7850940227508545,0.5798232555389404,169,0.8031792640686035,0.5907064080238342,correto
167,0.7723140716552734,0.580117404460907,175,0.7989028096199036,0.5903064012527466,correto
174,0.7598999738693237,0.5801279544830322,179,0.7925693988800049,0.5897495150566101,correto
176,0.7443739175796509,0.5800222754478455,177,0.7781310081481934,0.5882277488708496,correto
179,0.7242751717567444,0.5798276662826538,176,0.7636168599128723,0.5874804854393005,correto
179,0.713138997554779,0.5788742899894714,176,0.7482876181602478,0.5856386423110962,correto
176,0.6947654485702515,0.5780324339866638,176,0.7367635369300842,0.585127592086792,correto
174,0.6769397854804993,0.5763028860092163,173,0.723239004611969,0.5842728018760681,correto
174,0.6607347726821899,0.573883056640625,164,0.6952849626541138,0.5838556885719299,correto
174,0.6456006169319153,0.5718004107475281,163,0.6812117695808411,0.5821213722229004,correto
169,0.623367965221405,0.571109414100647,161,0.6689301133155823,0.5808348059654236,correto
166,0.6064349412918091,0.5707504153251648,163,0.6527165174484253,0.5798854827880859,correto
171,0.5919218063354492,0.56932133436203,164,0.6360530257225037,0.5783237218856812,correto
178,0.5660629868507385,0.5695213079452515,123,0.5981022715568542,0.5744556188583374,correto
160,0.5464249849319458,0.5621432662010193,163,0.5880827903747559,0.5721783638000488,correto
165,0.5436286926269531,0.5621436834335327,155,0.5706737041473389,0.5717232823371887,correto
167,0.5408650040626526,0.5621044635772705,152,0.5565497875213623,0.5708620548248291,correto
169,0.5360129475593567,0.5621920824050903,149,0.5498332381248474,0.5703597664833069,correto
169,0.5347529649734497,0.5627795457839966,148,0.5465803742408752,0.5703014135360718,correto
170,0.5350736975669861,0.5633935332298279,149,0.5466559529304504,0.5702948570251465,correto
171,0.5365850925445557,0.5636235475540161,150,0.5504118204116821,0.5703019499778748,correto
170,0.5383304953575134,0.5639318823814392,149,0.5506660342216492,0.5704798102378845,correto
171,0.5429776310920715,0.5649752616882324,148,0.5525498390197754,0.5714030861854553,correto
166,0.5482182502746582,0.5658608675003052,152,0.5696247220039368,0.5719975233078003,correto
166,0.5600024461746216,0.5664716362953186,148,0.5720140337944031,0.5724669098854065,correto
160,0.5691719055175781,0.567155659198761,151,0.5869513750076294,0.5728445053100586,correto
162,0.58830326795578,0.5687381029129028,157,0.6107705235481262,0.5735229849815369,correto
164,0.6088486909866333,0.5705318450927734,165,0.6390188336372375,0.5751282572746277,correto
