epoch,accuracy,precision_correto,precision_incorreto,recall_correto,recall_incorreto,f1_correto,f1_incorreto,support_correto,support_incorreto,cm_00,cm_01,cm_10,cm_11
1,0.81,0.83,0.79,0.86,0.74,0.84,0.77,354,246,305,49,63,183
